State,GDPs,dCalifornia,dTexas,dNew York,dFlorida,dIllinois,dPennsylvania,dOhio,dNew Jersey,dGeorgia,dWashington,dMassachusetts,dNorth Carolina,dVirginia,dMichigan,dMaryland,dColorado,dMinnesota,dTennessee,dIndiana,dArizona,dWisconsin,dMissouri,dConnecticut,dLouisiana,dOregon,dSouth Carolina,dAlabama,dKentucky,dOklahoma,dIowa,dUtah,dKansas,dNevada,dArkansas,dNebraska,dMississippi,dNew Mexico,dHawaii,dNew Hampshire,dWest Virginia,dIdaho,dDelaware,dMaine,dRhode Island,dNorth Dakota,dAlaska,dSouth Dakota,dMontana,dWyoming,dVermont,Male,Female,White,Black,Hispanic,Asian,Health,Homeless,Normalized Homeless,Total Cases,Normalized cases,Infected Score,Total Death,Normalized deaths,Death Score,Death-Infected,Lockdown type,Day lockdown,Population,area,Population density,Busy airport score,Normalized busy airport,age0to4,Norm_0_4,age5to9,Norm_5_9,age10to14,Norm_10_14,age15to19,Norm_15_19,age20to24,Norm_20_24,age25to29,Norm_25_29,age30to34,Norm_30_34,age35to39,Norm_35_39,age40to44,Norm_40_44,age45to49,Norm_45_49,age50to54,Norm_50_54,age55to59,Norm_55_59,age60to64,Norm_60_64,age65to69,Norm_65_69,age70to74,Norm_70_74,age75to79,Norm_75_79,age80to84,Norm_80_84,age85plus,Norm_85+,Peak Infected,Peak Death,Testing,Pre-lockdown testing,Post-lockdown testing,Age_0_20,Age_20_40,Age_40_60,Age_60_80,Age_80+,Pre-Infected-Count,Pre-Death-Count,Post-Infected-Count,Post-Death-Count,FirstInf-Lockdown,Percentage Change 2019-20
Colorado,376994,14.03936775,9.758026328,30.28060641,25.31779399,16.3846267,27.81187495,22.79058112,30.89805928,23.00075628,17.0969896,33.89685994,26.38550273,26.73485862,20.83602851,28.75695809,0,13.39564028,19.45227246,19.28707006,7.724394708,16.54030949,13.10546575,32.92528315,15.69992172,15.80136561,25.16944517,19.72474947,20.29845498,8.745019791,12.43862338,6.130257347,7.185063327,11.08836239,13.73259475,6.288736411,17.06962263,4.624718051,54.15838283,34.28804468,24.92764649,10.5280556,30.04280096,36.85999501,34.09700737,9.862921779,53.03112641,7.615068001,9.032297078,4.472316381,33.27079855,0.5,0.5,0.68,0.04,0.22,0.03,38,9754,0.001715984,26788,0.00471271,1,1474,0.000259315,1,0,2,86,5684203,104100,54.60329491,506076,0.02694542,336854,0.05926143,347953,0.061214035,365378,0.064279548,363364,0.063925233,378514,0.066590514,453907,0.079854115,440515,0.077498112,415058,0.07301956,365021,0.064216742,367581,0.064667113,342590,0.060270543,367276,0.064613456,343324,0.060399673,288077,0.05068028,212721,0.037423188,134107,0.023592929,84960,0.014946686,88364,0.015545539,49,49,36551,4751.63,"31,799",0.248680246,0.296962301,0.253767855,0.17209607,0.030492226,902,11,24670,1483,17,-1.5
Minnesota,374920,26.75799182,15.63482318,19.07092881,21.26228613,8.063805456,17.36738953,12.97886608,20.55536806,17.43634216,26.16511264,22.85353921,18.37281728,17.76163076,9.102920411,18.94637031,13.39564028,0,13.11150328,10.25510331,21.10317023,4.618452815,8.136576559,22.07520105,15.38596866,26.35771021,18.2390282,15.43323198,12.55189732,11.15725362,4.282760541,18.71354162,8.788845715,23.38318486,11.53824696,7.254860746,14.31623095,16.7449906,67.28939309,22.87247922,15.67099508,20.39918644,20.16460809,25.07905883,23.21040653,6.270605132,60.64044,6.19924237,15.34742871,13.64716424,21.75226205,0.5,0.5,0.8,0.06,0.05,0.05,47,8214,0.001459446,25508,0.004532208,1,1082,0.000192247,1,0,2,88,5628162,86943,64.73392913,496909,0.026457334,355291,0.063127358,360434,0.064041156,370652,0.065856669,357809,0.063574751,360065,0.063975593,376534,0.06690177,384391,0.068297785,383690,0.068173233,326575,0.05802516,336922,0.059863593,354569,0.062999075,394922,0.070168911,359523,0.063879291,294482,0.052322943,215698,0.038324767,153154,0.027212081,104784,0.018617801,121684,0.021620557,77,82,59132,7687.16,"51,445",0.256599934,0.267348381,0.251056739,0.181739083,0.040238358,261,1,24538,1096,18,-3.7
Tennessee,373663,33.14563811,13.70047903,12.94228957,8.212977346,5.059946807,9.915608646,5.679769492,12.45555967,4.336099014,35.99168454,15.88886602,6.969359306,7.679143343,8.540620105,10.08001791,19.45227246,13.11150328,0,4.036788036,25.35919366,9.493357501,6.598830064,14.792367,7.403795142,35.14809947,5.789220675,3.115518127,1.977489684,11.14704863,9.471562841,25.55342498,12.31525105,30.47897536,6.167930289,14.59511553,4.555092299,19.81528973,71.73232955,16.71306922,6.368062912,29.51098536,11.28856894,19.57401419,15.89725648,18.26530316,71.70978969,16.31754802,25.83428118,22.36998976,15.95890374,0.48,0.52,0.74,0.17,0.05,0.02,2,9528,0.001404778,24543,0.003618543,1,396,5.8385E-05,0,0,2,91,6782564,42146,160.930195,490321,0.026106564,406574,0.059943998,412340,0.060794119,430114,0.063414661,425325,0.062708586,445657,0.065706273,492464,0.07260735,438603,0.064666253,432883,0.063822914,407384,0.060063421,442810,0.06528652,439985,0.064870011,456537,0.067310386,429637,0.063344334,366920,0.054097536,294682,0.043446991,201335,0.029684202,126698,0.018679956,120062,0.017701565,56,88,71959,9354.67,"62,604",0.246861364,0.26680279,0.257530338,0.190573064,0.036381522,676,2,23970,384,15,-4.9
Indiana,371629,33.29846822,15.5294302,11.18154172,11.89766344,2.918629517,8.538874821,3.50985903,11.61258583,7.788554313,34.97662588,14.66531725,8.145455141,7.79765373,4.536969717,9.527730219,19.28707006,10.25510331,4.036788036,0,25.99337396,6.013027712,6.364914039,13.66396706,10.51424896,34.51389452,8.045402061,7.135803911,2.554732961,12.01083883,7.536835687,25.39552432,12.17958791,30.35486426,7.934854829,13.61308573,7.918361654,20.57612275,72.78132511,15.18027562,5.796025371,28.67979081,10.81449993,17.89691637,14.83283281,16.07127846,70.28476358,14.66826739,24.4242915,21.49453853,14.2413644,0.49,0.51,0.79,0.09,0.07,0.02,32,6096,0.000909901,35237,0.005259545,1,2197,0.000327929,1,0,2,85,6699629,36420,183.9546678,473356,0.025203282,418544,0.062472713,430106,0.06419848,448590,0.066957439,455653,0.068011676,471214,0.070334342,458859,0.06849021,418579,0.062477937,425918,0.063573371,396284,0.059150141,419086,0.062553613,420738,0.062800194,450922,0.067305518,422364,0.063042894,350525,0.052320061,265056,0.039562788,185913,0.027749746,122717,0.018316984,130810,0.019524962,51,53,44195,5745.35,"38,450",0.261640309,0.264875861,0.251809466,0.182675488,0.037841946,359,17,34053,2190,12,-3.1
Arizona,355311,8.333851598,12.64266438,37.16119723,29.7507465,23.19223075,34.49853745,29.48587054,37.45758087,28.26480695,15.78088325,40.64403219,32.29792541,32.96680301,28.11607596,35.19548577,7.724394708,21.10317023,25.35919366,25.99337396,0,24.01125401,19.63132297,39.62015218,19.92296489,13.13302434,30.76587715,24.87646312,26.55897196,14.22675764,19.76838593,5.031110138,13.93397217,7.08934491,19.22757931,13.91177838,22.04611308,5.549186882,46.84853271,41.16805769,31.34314484,10.50023238,36.46137131,43.84446449,40.78133714,17.28905501,50.37370662,15.30231797,12.93805528,9.640796372,40.20561582,0.49,0.51,0.54,0.04,0.32,0.03,39,10562,0.001482615,21250,0.002982917,1,941,0.000132091,1,0,2,91,7123898,114006,62.48704454,457689,0.024369111,435936,0.061193465,451726,0.063409948,476421,0.066876449,473794,0.06650769,492176,0.069088019,517980,0.072710193,467865,0.065675421,458887,0.064415156,421544,0.059173222,432165,0.06066412,418625,0.058763475,442085,0.062056616,424192,0.059544929,389729,0.054707268,336433,0.047225971,239494,0.033618393,150319,0.021100667,142275,0.01997151,128,103,52332,6803.16,"45,529",0.257987551,0.271888789,0.240657432,0.195096561,0.041072177,232,2,21070,981,19,-0.9
Wisconsin,342470,30.40002757,16.12659661,14.56342472,17.68387994,4.65149315,12.7569528,8.40624005,15.94989162,13.65685352,30.57776183,18.33889658,13.95475643,13.21205056,4.592298005,14.32974503,16.54030949,4.618452815,9.493357501,6.013027712,24.01125401,0,6.734602178,17.52588908,13.7025427,30.57200334,14.05050035,12.26056333,8.50160527,11.74271916,4.331480607,22.31921325,10.38818002,27.15835705,10.0338319,10.2755089,11.89237731,19.08395185,70.69850108,18.43717244,11.11864261,24.62041805,15.54618483,20.76467613,18.67210352,10.84636994,65.2486477,10.23378311,19.7887671,17.63247284,17.33720486,0.5,0.51,0.81,0.06,0.07,0.03,42,6104,0.001049149,18917,0.003251434,1,607,0.000104331,0,0,2,85,5818049,65503,88.82110743,444715,0.023678326,334382,0.057473218,349799,0.060123076,369348,0.063483137,378418,0.065042079,395921,0.068050475,374435,0.064357485,362942,0.06238208,371797,0.063904068,332919,0.057221759,352344,0.060560507,385213,0.066209996,425757,0.073178655,394820,0.067861237,329181,0.056579276,242442,0.04167067,169120,0.029068164,116094,0.019954112,128636,0.022109817,107,112,57600,7488,"50,112",0.246121509,0.258694109,0.257170918,0.195179346,0.042063929,476,5,18528,613,53,-4.5
Missouri,323287,27.03703554,9.725618903,17.54422359,13.95575473,3.671095785,14.87368995,9.855052037,17.87952074,10.674259,29.40857005,21.0153163,13.36704092,13.62990721,9.249474734,15.68265873,13.10546575,8.136576559,6.598830064,6.364914039,19.63132297,6.734602178,0,19.99906764,7.302278872,28.64838196,12.38472974,7.92427778,7.202945538,5.746693047,3.860658784,19.23571892,5.923986679,24.19274613,3.462834244,7.997066328,6.274700318,14.2143115,66.41928327,21.5450427,11.83871414,22.95159379,16.96481353,24.25131496,21.16376591,12.11685622,65.11188931,9.869476996,19.25131386,15.79005811,20.59998221,0.49,0.51,0.8,0.11,0.04,0.02,26,8581,0.001398494,13575,0.002212394,1,783,0.00012761,1,0,2,96,6135888,69709,88.02146064,431447,0.022971887,372713,0.060743123,377947,0.061596137,391940,0.063876655,391387,0.063786529,409228,0.066694177,426568,0.069520174,396937,0.064691044,394342,0.064268122,350197,0.057073565,369939,0.060291029,381749,0.062215771,430286,0.070126117,399255,0.065068821,332509,0.054190852,260068,0.042384737,185960,0.030306942,123543,0.020134494,131884,0.021493873,29,83,42084,5470.92,"36,613",0.250002445,0.265173517,0.249706481,0.191951352,0.041628367,251,5,12972,796,14,-5.4
Connecticut,279653,46.95249384,28.47302003,3.100186746,16.22656882,16.54483547,5.126545204,10.15462966,2.415223321,13.98088832,48.06635539,1.11858048,9.008868442,7.37197783,12.97229692,4.806435329,32.92528315,22.07520105,14.792367,13.66396706,39.62015218,17.52588908,19.99906764,0,21.96996676,47.88683032,11.22947994,16.64449724,13.22235981,25.49120197,20.77364412,39.011831,25.84312626,43.96373829,20.83171581,27.06793065,19.12936618,34.15598915,86.32296917,2.356185137,8.439413615,41.97450781,3.82682905,5.117249848,1.172358179,28.34427359,82.65709614,27.64346112,37.30343717,34.85098761,2.447572775,0.49,0.51,0.66,0.1,0.17,0.05,37,4448,0.001239452,42979,0.01197626,3,3972,0.001106813,5,2,2,83,3588683,5544,647.3093434,392682,0.02090789,183134,0.051030977,196011,0.054619202,217897,0.060717818,241904,0.067407458,243116,0.067745187,222923,0.062118331,222467,0.061991265,217876,0.060711966,205460,0.057252201,234976,0.065476945,259975,0.07244301,269467,0.075087992,242338,0.067528394,190320,0.053033383,153250,0.042703688,107386,0.029923512,72294,0.020144995,91871,0.025600199,44,42,82896,10776.48,"72,120",0.233775455,0.252566749,0.270260148,0.193188978,0.045745194,608,12,38511,3977,18,-4.1
Louisiana,255492,28.14516674,7.345672849,20.31038523,9.853573614,9.399618074,17.25632906,13.02519362,19.5787694,8.697551862,32.79576296,23.08261897,13.38360105,14.64162301,14.82171624,17.17548218,15.69992172,15.38596866,7.403795142,10.51424896,19.92296489,13.7025427,7.302278872,21.96996676,0,31.32506645,11.4599295,5.44381005,9.307286271,7.117085517,11.10783683,21.32810779,9.79173141,25.98232598,3.850791821,13.05416984,2.864401726,14.50515043,65.27259563,23.99694274,13.66401606,26.22792455,18.2952714,26.87474049,23.02895876,18.44096983,68.72278215,15.70433047,23.80184856,19.60071217,23.2955438,0.48,0.52,0.59,0.32,0.05,0.02,6,6104,0.001303575,40857,0.00872545,2,2835,0.000605445,3,1,2,83,4682509,51843,90.32094979,385042,0.020501107,307019,0.065567199,301567,0.064402866,307358,0.065639596,296013,0.06321675,309308,0.06605604,343819,0.073426234,323363,0.069057636,313687,0.066991222,269839,0.057627012,275446,0.058824446,287860,0.061475589,312333,0.066702061,293933,0.062772544,242885,0.051870696,185061,0.039521761,126634,0.027044048,82803,0.017683468,81050,0.017309096,23,35,92082,11970.66,"80,111",0.258826411,0.275531131,0.244629108,0.181209048,0.034992565,1354,46,37055,2824,13,-5.5
Oregon,243085,6.836740301,24.61278218,45.04215803,41.06641284,31.6023636,42.86773269,37.94032867,46.03790189,38.79544701,3.450788926,48.77873282,42.01437269,42.19465236,35.15052752,44.03846093,15.80136561,26.35771021,35.14809947,34.51389452,13.13302434,30.57200334,28.64838196,47.88683032,31.32506645,0,40.9072193,35.52607625,35.83218609,24.52717094,27.12604106,10.02077111,22.83531827,6.051890325,29.53321131,20.90096486,32.85727131,17.30411658,42.91427536,48.97785397,40.2847964,5.959927129,45.32375731,51.3355856,49.05406873,20.3978016,37.57081652,20.33841288,11.36153202,13.04087063,47.89269055,0.49,0.51,0.75,0.02,0.13,0.05,19,13822,0.003291295,4335,0.00103225,0,157,3.73848E-05,0,0,2,83,4199563,98386,42.68455878,362597,0.01930605,234214,0.055771041,242575,0.057761962,249214,0.059342841,246835,0.058776354,265773,0.06328587,302744,0.072089405,293741,0.069945611,294348,0.07009015,265419,0.063201576,264308,0.062937025,248366,0.059140915,270029,0.064299309,274456,0.065353467,253268,0.06030818,194924,0.046415306,127826,0.030437929,78648,0.018727663,84025,0.020008034,36,60,34653,4504.89,"30,148",0.231652198,0.275411037,0.249578825,0.202514881,0.038735697,204,8,4038,151,17,-2.8
South Carolina,234367,38.71132075,18.59573361,10.51181078,5.509878932,10.31527193,7.618955025,6.645880662,8.837067579,2.847767476,41.78026875,12.33670154,2.227519053,4.143158753,11.36464335,6.576868697,25.16944517,18.2390282,5.789220675,8.045402061,30.76587715,14.05050035,12.38472974,11.22947994,11.4599295,40.9072193,0,6.040371639,5.700760417,16.68190242,15.01020144,31.2421179,18.07311136,36.14229759,11.58745304,20.37741344,8.850482372,25.22096427,76.69707713,13.49454331,4.731922198,35.29415634,7.402667036,16.33916888,12.14273744,23.79312574,77.48858209,22.01070614,31.59681413,28.15853285,13.06911702,0.48,0.52,0.64,0.26,0.06,0.02,17,6544,0.001285932,12415,0.002439616,1,501,9.84493E-05,0,0,2,97,5088916,32007,158.9938451,338384,0.018016857,292391,0.057456441,306255,0.060180793,319554,0.06279412,323894,0.063646953,332074,0.065254369,354451,0.069651572,319439,0.062771521,316074,0.06211028,295323,0.058032595,320122,0.062905735,326336,0.06412682,344755,0.067746255,333544,0.065543232,302279,0.059399487,247552,0.04864533,163274,0.03208424,97835,0.019225116,88975,0.017484077,85,53,46825,6087.25,"40,738",0.244078307,0.259787743,0.252811404,0.205672289,0.036709193,337,7,11813,511,11,-4.1
Alabama,224654,32.93675356,12.57028798,15.20695101,6.032330579,7.638552096,12.12903906,8.522515546,14.23703875,3.388906847,36.65319894,17.76194269,7.942060355,9.278369329,11.6539509,11.83809884,19.72474947,15.43323198,3.115518127,7.135803911,24.87646312,12.26056333,7.92427778,16.64449724,5.44381005,35.52607625,6.040371639,0,4.994335356,11.02942943,11.43953355,25.68452981,12.88778481,30.51368474,5.998879943,15.64727131,2.839425613,19.35247288,70.65709237,18.7436199,8.536487466,30.09762347,12.91482736,21.62809508,17.67490612,20.03004399,72.54408886,17.76416555,26.90310157,23.10399948,18.11176499,0.48,0.52,0.66,0.26,0.04,0.01,41,4689,0.000959102,18771,0.003839476,1,653,0.000133567,1,0,2,94,4888949,52423,93.25961887,332084,0.017681421,293203,0.059972604,297900,0.060933342,310495,0.06350956,315680,0.064570115,325220,0.066521455,340014,0.069547463,303526,0.0620841,303994,0.062179826,288308,0.058971366,312966,0.064014986,314492,0.064327118,336811,0.068892312,318368,0.065119927,270799,0.055390023,216922,0.044369864,150858,0.030856939,98450,0.020137252,89865,0.018381251,67,59,50099,6512.87,"43,586",0.24898562,0.260332845,0.256205782,0.195736752,0.038518504,242,0,17956,653,37,-2.7
Kentucky,211621,34.16929874,15.28159441,11.17690185,9.349917829,4.631565649,8.213758568,3.723281189,10.95611037,5.234610443,36.49875598,14.29710874,6.236711342,6.44841351,6.812857668,8.645914499,20.29845498,12.55189732,1.977489684,2.554732961,26.55897196,8.50160527,7.202945538,13.22235981,9.307286271,35.83218609,5.700760417,4.994335356,0,12.34649256,9.367776117,26.42759361,13.11341343,31.38043436,7.613218312,15.03568617,6.487142621,21.04421042,73.13315863,15.03451691,4.808374237,30.09301316,9.904539486,17.86855359,14.35624565,18.11783617,72.04054771,16.44610342,26.12660746,22.90949523,14.22565407,0.49,0.51,0.85,0.08,0.04,0.01,30,5245,0.001172784,10185,0.00227737,1,442,9.88314E-05,0,0,2,86,4472265,40411,110.6694959,331879,0.017670506,275412,0.061582218,276726,0.061876029,285788,0.063902296,287105,0.064196777,301530,0.067422212,310326,0.069389001,274781,0.061441127,283045,0.06328896,268904,0.060127027,285632,0.063867414,291182,0.065108396,307881,0.068842298,289464,0.06472425,245059,0.054795277,190146,0.042516711,130899,0.029269062,83904,0.018760963,80618,0.018026213,59,45,63021,8192.73,"54,828",0.251557321,0.2615413,0.257945135,0.191305301,0.036787176,154,3,9880,455,19,-3.7
Oklahoma,203250,22.03312218,4.504732606,23.16922114,16.57586558,9.417054353,20.39256837,15.43283084,23.28083816,14.35748723,25.80556099,26.53806388,18.10663044,18.74051523,14.92395838,20.99153688,8.745019791,11.15725362,11.14704863,12.01083883,14.22675764,11.74271916,5.746693047,25.49120197,7.117085517,24.52717094,16.68190242,11.02942943,12.34649256,0,7.619527107,14.65510462,3.036945217,19.49893694,5.099297687,6.378329864,8.330117556,8.698950864,60.83385142,27.14715316,17.14542477,19.23077049,22.25070954,29.89661166,26.64282742,12.22777461,61.74433833,9.267250572,16.69652753,12.49007301,26.2366427,0.49,0.51,0.65,0.07,0.11,0.02,3,4408,0.001118634,6427,0.001631003,0,343,8.70443E-05,0,0,2,97,3940521,69903,56.37127162,331354,0.017642553,260429,0.066089992,267797,0.067959795,270110,0.068546773,264140,0.067031745,273690,0.069455283,280849,0.071272048,262369,0.066582312,261410,0.066338944,228978,0.05810856,232318,0.058956163,227992,0.057858339,255026,0.064718853,238418,0.060504182,199427,0.050609298,159219,0.040405571,112935,0.028659916,74776,0.018976171,73196,0.018575209,28,45,56003,7280.39,"48,723",0.269628305,0.273648586,0.239641915,0.180178966,0.03755138,104,3,6362,338,22,-6.1
Iowa,192608,26.43009228,12.09945616,17.99067154,17.4005176,4.756092494,15.74197516,10.85077824,18.91728896,13.78635777,27.46883211,21.68848477,15.54177291,15.33402172,8.398828978,16.97590557,12.43862338,4.282760541,9.471562841,7.536835687,19.76838593,4.331480607,3.860658784,20.77364412,11.10783683,27.12604106,15.01020144,11.43953355,9.367776117,7.619527107,0,18.3841199,6.0567144,23.29761991,7.25814861,6.32197375,10.09289022,14.76403805,66.54380593,21.97362399,13.32349738,21.23927858,18.25366788,24.47592249,21.94342601,8.801711823,62.76190469,7.13512766,16.8875384,14.08531687,20.92538346,0.49,0.51,0.86,0.03,0.06,0.03,50,3084,0.000975779,20015,0.006332753,2,561,0.000177501,1,0,-1,-1,3160553,56276,56.16164973,317360,0.016897459,198218,0.06271624,201115,0.063632852,208564,0.065989718,214122,0.067748271,227778,0.072069033,204286,0.064636157,193429,0.061200999,202104,0.063945772,177831,0.056265786,182267,0.057669338,189064,0.059819911,213907,0.067680245,203630,0.064428598,172693,0.054640122,128180,0.040556194,92687,0.029326197,67179,0.021255458,79091,0.025024418,54,72,58670,7627.1,"51,043",0.26008708,0.261851961,0.24143528,0.188951111,0.046279876,124,1,19688,573,20,-2.3
Utah,180862,8.082661594,14.61366336,36.32716181,31.10946945,22.48585504,33.90718787,28.89324835,37.00808811,29.00365396,11.92784633,39.9713116,32.4996502,32.86505578,26.73960638,34.88029952,6.130257347,18.71354162,25.55342498,25.39552432,5.031110138,22.31921325,19.23571892,39.011831,21.32810779,10.02077111,31.2421179,25.68452981,26.42759361,14.65510462,18.3841199,0,13.3146709,4.960955187,19.72732988,12.08319239,22.96220985,7.408262404,48.57860162,40.32721887,31.05471235,5.840851346,36.16667965,42.85866134,40.18409184,13.85182618,47.56267141,12.54481572,8.010522882,5.530330989,39.29426287,0.5,0.5,0.78,0.01,0.14,0.02,15,3277,0.00103724,10353,0.003276945,1,118,3.73495E-05,0,0,2,92,3159345,84904,37.21079101,309726,0.016490996,253004,0.080081156,259078,0.082003706,266799,0.084447567,248985,0.078809057,260906,0.082582307,247231,0.078253879,217677,0.068899408,231359,0.073230052,203255,0.064334538,172668,0.054653101,149505,0.047321518,155362,0.049175383,144798,0.045831652,119503,0.037825245,90368,0.028603397,62027,0.019632867,40804,0.012915335,37776,0.011956909,94,84,73347,9535.11,"63,812",0.325341487,0.302965646,0.215484539,0.131893161,0.024872244,297,1,10148,116,13,-0.1
Kansas,169558,21.12982273,7.082114419,23.28474876,18.73685984,9.313448513,20.71846259,15.68943189,23.76825839,16.04325758,23.78983408,26.83763218,19.21859769,19.55088708,14.22967663,21.59679532,7.185063327,8.788845715,12.31525105,12.17958791,13.93397217,10.38818002,5.923986679,25.84312626,9.79173141,22.83531827,18.07311136,12.88778481,13.11341343,3.036945217,6.0567144,13.3146709,0,18.26990037,6.943828112,3.356772393,10.44298339,8.745697022,60.78239256,27.29661838,17.75831009,17.25700132,22.88077451,29.937875,27.01233074,9.19599974,59.65771735,6.230328015,14.13804228,10.21624083,26.31199875,0.5,0.51,0.76,0.05,0.12,0.03,31,2693,0.00092273,10011,0.003430169,1,217,7.43529E-05,0,0,2,90,2918515,82282,35.4696653,307111,0.016351763,189335,0.064873746,197621,0.067712861,200446,0.068680819,200274,0.068621885,213020,0.072989174,195035,0.066826794,187849,0.064364583,189972,0.065092007,166350,0.056998165,166989,0.057217112,168948,0.057888344,191689,0.06568032,181736,0.062270024,150262,0.051485773,112595,0.038579552,78411,0.026866746,55437,0.018994934,65536,0.022455255,61,57,39012,5071.56,"33,940",0.26988931,0.269272558,0.237783941,0.179202094,0.04145019,97,3,9957,224,23,-3
